order,created_at,cancelled_at,total,customer,city,cancelled,city_group,order_date,order_month
#1594,2026-06-28 07:07:49+00:00,,3650.0,CUST-0456,Lahore,False,Lahore,2026-06-28,2026-06-01
#1595,2026-06-28 10:13:35+00:00,,2789.12,CUST-0515,Karachi,False,Karachi,2026-06-28,2026-06-01
#1596,2026-06-28 11:50:53+00:00,,1600.0,CUST-0516,Sialkot,False,Sialkot,2026-06-28,2026-06-01
#1597,2026-06-28 12:00:17+00:00,,2789.12,CUST-0517,Peshawar,False,Peshawar,2026-06-28,2026-06-01
#1598,2026-06-28 12:18:58+00:00,,2789.12,CUST-0026,Karachi,False,Karachi,2026-06-28,2026-06-01
#1599,2026-06-28 19:30:20+00:00,,1650.0,CUST-0518,Karachi,False,Karachi,2026-06-28,2026-06-01
#1600,2026-06-28 19:33:21+00:00,,3145.0,CUST-0519,Lahore,False,Lahore,2026-06-28,2026-06-01
#1601,2026-06-28 20:52:02+00:00,,3950.0,CUST-0327,Multan,False,Multan,2026-06-28,2026-06-01
#1602,2026-06-28 22:18:55+00:00,,3145.0,CUST-0520,Karachi,False,Karachi,2026-06-28,2026-06-01
#1603,2026-06-28 22:22:19+00:00,,3650.0,CUST-0521,Karachi,False,Karachi,2026-06-28,2026-06-01
#1604,2026-06-28 23:37:00+00:00,,3950.0,CUST-0522,Lahore,False,Lahore,2026-06-28,2026-06-01
#1605,2026-06-29 14:25:43+00:00,,6489.0,CUST-0523,Lahore,False,Lahore,2026-06-29,2026-06-01
#1606,2026-06-29 18:29:24+00:00,,7489.0,CUST-0524,Lahore,False,Lahore,2026-06-29,2026-06-01
#1607,2026-06-29 21:46:15+00:00,,2650.0,CUST-0525,Khairpur,False,Other,2026-06-29,2026-06-01
#1608,2026-06-30 00:10:08+00:00,,2789.12,CUST-0061,Hyderabad,False,Hyderabad,2026-06-30,2026-06-01
#1609,2026-06-30 05:31:14+00:00,,4350.0,CUST-0526,Gilgit,False,Other,2026-06-30,2026-06-01
#1610,2026-06-30 06:03:15+00:00,,3145.0,CUST-0527,Lahore,False,Lahore,2026-06-30,2026-06-01
#1611,2026-06-30 07:03:40+00:00,,4140.0,CUST-0528,Sialkot,False,Sialkot,2026-06-30,2026-06-01
#1612,2026-06-30 08:47:03+00:00,,3145.0,CUST-0529,Rawalpindi,False,Rawalpindi,2026-06-30,2026-06-01
#1613,2026-06-30 12:18:58+00:00,,5634.12,CUST-0530,Lahore,False,Lahore,2026-06-30,2026-06-01
#1614,2026-06-30 13:44:05+00:00,,3950.0,CUST-0531,Islamabad,False,Islamabad,2026-06-30,2026-06-01
#1615,2026-06-30 14:47:24+00:00,,1600.0,CUST-0532,Karachi,False,Karachi,2026-06-30,2026-06-01
#1616,2026-06-30 16:22:56+00:00,,8924.15,CUST-0533,Karachi,False,Karachi,2026-06-30,2026-06-01
#1617,2026-06-30 16:29:08+00:00,,3145.0,CUST-0534,Gujrat,False,Other,2026-06-30,2026-06-01
#1618,2026-06-30 17:00:24+00:00,,3650.0,CUST-0535,Islamabad,False,Islamabad,2026-06-30,2026-06-01
#1619,2026-06-30 18:54:11+00:00,,1600.0,CUST-0536,Lahore,False,Lahore,2026-06-30,2026-06-01
#1620,2026-06-30 19:47:07+00:00,,3950.0,CUST-0537,Karachi,False,Karachi,2026-06-30,2026-06-01
#1621,2026-06-30 19:56:12+00:00,,3649.0,CUST-0538,Lahore,False,Lahore,2026-06-30,2026-06-01
#1622,2026-06-30 20:21:04+00:00,,3649.0,CUST-0539,Rawalpindi,False,Rawalpindi,2026-06-30,2026-06-01
#1623,2026-06-30 23:15:43+00:00,,13419.12,CUST-0540,Islamabad,False,Islamabad,2026-06-30,2026-06-01
#1624,2026-07-01 00:24:13+00:00,,3649.0,CUST-0484,Rawalpindi,False,Rawalpindi,2026-07-01,2026-07-01
#1625,2026-07-01 01:53:16+00:00,,2650.0,CUST-0541,Lahore,False,Lahore,2026-07-01,2026-07-01
#1626,2026-07-01 11:31:50+00:00,,10429.12,CUST-0542,Rawalpindi,False,Rawalpindi,2026-07-01,2026-07-01
#1627,2026-07-01 12:01:00+00:00,,2650.0,CUST-0543,Karachi,False,Karachi,2026-07-01,2026-07-01
#1628,2026-07-01 12:03:07+00:00,,3950.0,CUST-0544,Karachi,False,Karachi,2026-07-01,2026-07-01
#1629,2026-07-01 14:17:00+00:00,,1600.0,CUST-0545,Lahore,False,Lahore,2026-07-01,2026-07-01
#1630,2026-07-01 15:38:51+00:00,,5495.0,CUST-0546,Islamabad,False,Islamabad,2026-07-01,2026-07-01
#1631,2026-07-01 17:38:58+00:00,,3145.0,CUST-0547,Lahore,False,Lahore,2026-07-01,2026-07-01
#1632,2026-07-01 20:28:11+00:00,,3650.0,CUST-0548,Lahore,False,Lahore,2026-07-01,2026-07-01
